Date,Price
1/21/1999,1423.69
1/22/1999,1390.11
1/25/1999,1391.68
1/26/1999,1396.51
1/27/1999,1394.08
1/28/1999,1394.08
1/29/1999,1399.24
2/1/1999,1412.28
2/2/1999,1415.18
2/3/1999,1398.67
2/4/1999,1393.17
2/5/1999,1384.09
2/8/1999,1373.24
2/9/1999,1353.45
2/10/1999,1345.64
2/11/1999,1358.88
2/12/1999,1369.38
2/15/1999,1369.35
2/16/1999,1364.85
2/17/1999,1357.34
2/18/1999,1355.77
2/19/1999,1348.22
2/22/1999,1359.29
2/23/1999,1367.93
2/24/1999,1375.02
2/25/1999,1371.42
2/26/1999,1364.23
3/1/1999,1343.59
3/2/1999,1340.8
3/3/1999,1332.71
3/4/1999,1331.1
3/5/1999,1367.98
3/8/1999,1366.67
3/9/1999,1376.7
3/10/1999,1392.69
3/11/1999,1398.25
3/12/1999,1413.34
3/15/1999,1416.71
3/16/1999,1424.29
3/17/1999,1429.04
3/18/1999,1415.28
3/19/1999,1434.49
3/22/1999,1425.19
3/23/1999,1404.62
3/24/1999,1389.61
3/25/1999,1405.88
3/26/1999,1390.6
3/29/1999,1403.49
3/30/1999,1402.61
3/31/1999,1419.51
4/1/1999,1428.56
4/2/1999,1424.55
4/5/1999,1416.93
4/6/1999,1440.3
4/7/1999,1449.88
4/8/1999,1461.67
4/9/1999,1460.87
4/12/1999,1458.1
4/13/1999,1470.13
4/14/1999,1476.89
4/15/1999,1459.49
4/16/1999,1462.68
4/19/1999,1471.33
4/20/1999,1446.2
4/21/1999,1438.19
4/22/1999,1450.87
4/23/1999,1458.46
4/26/1999,1465.84
4/27/1999,1487.9
4/28/1999,1484.79
4/29/1999,1474.48
4/30/1999,1475.36
5/3/1999,1477.29
5/4/1999,1478.61
5/5/1999,1468.79
5/6/1999,1487.54
5/7/1999,1476.69
5/10/1999,1479.04
5/11/1999,1467.15
5/12/1999,1459.71
5/13/1999,1460.27
5/14/1999,1444.64
5/17/1999,1412.48
5/18/1999,1423.43
5/19/1999,1421.9
5/20/1999,1430.66
5/21/1999,1425.73
5/24/1999,1423.58
5/25/1999,1414.74
5/26/1999,1406.45
5/27/1999,1393.82
5/28/1999,1397.32
5/31/1999,1397.72
6/1/1999,1408.45
6/2/1999,1409.54
6/3/1999,1411.69
6/4/1999,1414.21
6/7/1999,1429
6/8/1999,1446.73
6/9/1999,1453.91
6/10/1999,1454.22
6/11/1999,1472.13
6/14/1999,1455.27
6/15/1999,1456.03
6/16/1999,1457.87
6/17/1999,1467.95
6/18/1999,1472.93
6/21/1999,1480.13
6/22/1999,1478.02
6/23/1999,1461.36
6/24/1999,1454.28
6/25/1999,1461.23
6/28/1999,1458.11
6/29/1999,1458.16
6/30/1999,1450.56
7/1/1999,1475.88
7/2/1999,1482.73
7/5/1999,1503.08
7/6/1999,1499.82
7/7/1999,1489
7/8/1999,1480.01
7/9/1999,1481.61
7/12/1999,1482.91
7/13/1999,1473.51
7/14/1999,1484.69
7/15/1999,1504.73
7/16/1999,1494.97
7/19/1999,1494.77
7/20/1999,1496.64
7/21/1999,1489.37
7/22/1999,1474.14
7/23/1999,1455.66
7/26/1999,1459.85
7/27/1999,1464.62
7/28/1999,1473.55
7/29/1999,1469.46
7/30/1999,1491.97
8/2/1999,1486.32
8/3/1999,1485.2
8/4/1999,1486.05
8/5/1999,1460.83
8/6/1999,1454.79
8/9/1999,1452.9
8/10/1999,1439.89
8/11/1999,1436.21
8/12/1999,1460.41
8/13/1999,1469.34
8/16/1999,1483.84
8/17/1999,1481.5
8/18/1999,1492.24
8/19/1999,1491.3
8/20/1999,1511.88
8/23/1999,1524.82
8/24/1999,1516.34
8/25/1999,1517.17
8/26/1999,1509.55
8/27/1999,1510.26
8/30/1999,1515.48
8/31/1999,1495.7
9/1/1999,1519.62
9/2/1999,1514.42
9/3/1999,1522.57
9/6/1999,1535.54
9/7/1999,1525.27
9/8/1999,1524.04
9/9/1999,1542.29
9/10/1999,1535.34
9/13/1999,1535.2
9/14/1999,1531.15
9/15/1999,1527.01
9/16/1999,1510.17
9/17/1999,1506.38
9/20/1999,1517.2
9/21/1999,1523.46
9/22/1999,1506.11
9/23/1999,1509.21
9/24/1999,1485.02
9/27/1999,1488.28
9/28/1999,1492.68
9/29/1999,1491.71
9/30/1999,1509.06
10/1/1999,1514.67
10/4/1999,1522.19
10/5/1999,1523.46
10/6/1999,1529.25
10/7/1999,1543.62
10/8/1999,1538.42
10/11/1999,1544.43
10/12/1999,1544.05
10/13/1999,1525.98
10/14/1999,1525.87
10/15/1999,1513.89
10/18/1999,1489.93
10/19/1999,1507.42
10/20/1999,1515.48
10/21/1999,1512.63
10/22/1999,1525.46
10/25/1999,1525.1
10/26/1999,1530.62
10/27/1999,1519.34
10/28/1999,1532.01
10/29/1999,1563.88
11/1/1999,1562.06
11/2/1999,1564.55
11/3/1999,1565.81
11/4/1999,1580.01
11/5/1999,1571.48
11/8/1999,1566.74
11/9/1999,1576.85
11/10/1999,1593.54
11/11/1999,1601.83
11/12/1999,1595.38
11/15/1999,1603.67
11/16/1999,1605.17
11/17/1999,1618.51
11/18/1999,1626.37
11/19/1999,1625.12
11/22/1999,1623.52
11/23/1999,1629.79
11/24/1999,1616.68
11/25/1999,1633.39
11/26/1999,1645.58
11/29/1999,1643.05
11/30/1999,1616.56
12/1/1999,1623.99
12/2/1999,1624.09
12/3/1999,1646.06
12/6/1999,1665.47
12/7/1999,1674.65
12/8/1999,1667.86
12/9/1999,1668.49
12/10/1999,1668.06
12/13/1999,1661.9
12/14/1999,1655.72
12/15/1999,1643.49
12/16/1999,1663.62
12/17/1999,1669.91
12/20/1999,1677.96
12/21/1999,1675.6
12/22/1999,1696.93
12/23/1999,1721.7
12/24/1999,1730.98
12/27/1999,1727.04
12/28/1999,1736.03
12/29/1999,1742.99
12/30/1999,1760.04
12/31/1999,1760.04
1/3/2000,1774.13
1/4/2000,1735.47
1/5/2000,1684.76
1/6/2000,1660.76
1/7/2000,1679.85
1/10/2000,1695.51
1/11/2000,1708.75
1/12/2000,1698.8
1/13/2000,1706.5
1/14/2000,1721.13
1/17/2000,1735.94
1/18/2000,1705.64
1/19/2000,1688.95
1/20/2000,1689.24
1/21/2000,1682.8
1/24/2000,1681.1
1/25/2000,1659.37
1/26/2000,1673.62
1/27/2000,1683.75
1/28/2000,1675.04
1/31/2000,1646.62
2/1/2000,1650.96
2/2/2000,1669.51
2/3/2000,1706.1
2/4/2000,1709.89
2/7/2000,1695.08
2/8/2000,1719.59
2/9/2000,1730.47
2/10/2000,1721.96
2/11/2000,1719.72
2/14/2000,1701.24
2/15/2000,1673.68
2/16/2000,1685.76
2/17/2000,1703.65
2/18/2000,1693.92
2/21/2000,1670.4
2/22/2000,1682.69
2/23/2000,1698.59
2/24/2000,1696.61
2/25/2000,1707.2
2/28/2000,1684.35
2/29/2000,1689.34
3/1/2000,1720.94
3/2/2000,1741.13
3/3/2000,1743.17
3/6/2000,1744.82
3/7/2000,1740.97
3/8/2000,1723.82
3/9/2000,1738.28
3/10/2000,1742.91
3/13/2000,1703.53
3/14/2000,1701.83
3/15/2000,1679.09
3/16/2000,1711.88
3/17/2000,1722.14
3/20/2000,1733.92
3/21/2000,1736.74
3/22/2000,1724.37
3/23/2000,1727.74
3/24/2000,1755.87
3/27/2000,1760.48
3/28/2000,1771.62
3/29/2000,1767.37
3/30/2000,1733.9
3/31/2000,1753.16
4/3/2000,1730.87
4/4/2000,1728.07
4/5/2000,1711.86
4/6/2000,1721.65
4/7/2000,1735.39
4/10/2000,1738.67
4/11/2000,1715.35
4/12/2000,1716.42
4/13/2000,1703.72
4/14/2000,1674.63
4/17/2000,1626.96
4/18/2000,1645.76
4/19/2000,1655.9
4/20/2000,1662.14
4/21/2000,1660.97
4/24/2000,1671.28
4/25/2000,1668.27
4/26/2000,1670.85
4/27/2000,1643.88
4/28/2000,1659.28
5/1/2000,1664.64
5/2/2000,1686.93
5/3/2000,1649.94
5/4/2000,1650.52
5/5/2000,1652.43
5/8/2000,1641.96
5/9/2000,1623.31
5/10/2000,1610.26
5/11/2000,1607.51
5/12/2000,1635.39
5/15/2000,1630.91
5/16/2000,1643.59
5/17/2000,1607.41
5/18/2000,1608.75
5/19/2000,1576.8
5/22/2000,1555.25
5/23/2000,1569.95
5/24/2000,1553.44
5/25/2000,1577.67
5/26/2000,1585.32
5/29/2000,1599.2
5/30/2000,1622.6
5/31/2000,1617.13
6/1/2000,1638.03
6/2/2000,1690.45
6/5/2000,1696.06
6/6/2000,1711.69
6/7/2000,1699.89
6/8/2000,1694.26
6/9/2000,1687.88
6/12/2000,1693.11
6/13/2000,1693.19
6/14/2000,1698.15
6/15/2000,1674.14
6/16/2000,1681.46
6/19/2000,1685.79
6/20/2000,1699.44
6/21/2000,1685.94
6/22/2000,1676.21
6/23/2000,1665.81
6/26/2000,1658.49
6/27/2000,1666.75
6/28/2000,1676.56
6/29/2000,1663.46
6/30/2000,1678.61
7/3/2000,1691.57
7/4/2000,1689.4
7/5/2000,1684.37
7/6/2000,1680.61
7/7/2000,1694.04
7/10/2000,1703.53
7/11/2000,1698.86
7/12/2000,1693.7
7/13/2000,1680.13
7/14/2000,1686.85
7/17/2000,1688.24
7/18/2000,1665.49
7/19/2000,1655.71
7/20/2000,1664.03
7/21/2000,1648.85
7/24/2000,1646.51
7/25/2000,1649.36
7/26/2000,1650.06
7/27/2000,1621.27
7/28/2000,1595.2
7/31/2000,1606.61
8/1/2000,1611.4
8/2/2000,1603.95
8/3/2000,1577.82
8/4/2000,1588.44
8/7/2000,1603.36
8/8/2000,1593.08
8/9/2000,1605.84
8/10/2000,1613.97
8/11/2000,1611.99
8/14/2000,1617.23
8/15/2000,1630.51
8/16/2000,1636.15
8/17/2000,1629.1
8/18/2000,1625.78
8/21/2000,1616.88
8/22/2000,1619.39
8/23/2000,1619.2
8/24/2000,1626.59
8/25/2000,1638.38
8/28/2000,1641.02
8/29/2000,1633.85
8/30/2000,1620.88
8/31/2000,1618.94
9/1/2000,1655.39
9/4/2000,1663.99
9/5/2000,1633.59
9/6/2000,1613.91
9/7/2000,1608.13
9/8/2000,1587.65
9/11/2000,1572.69
9/12/2000,1560.06
9/13/2000,1555.02
9/14/2000,1559.54
9/15/2000,1551.45
9/18/2000,1532.44
9/19/2000,1534.07
9/20/2000,1523.56
9/21/2000,1511.67
9/22/2000,1528.79
9/25/2000,1537.05
9/26/2000,1532.64
9/27/2000,1530.62
9/28/2000,1530.96
9/29/2000,1538.51
10/2/2000,1547.87
10/3/2000,1550.87
10/4/2000,1541.15
10/5/2000,1542.69
10/6/2000,1533.19
10/9/2000,1509.52
10/10/2000,1508.74
10/11/2000,1486.87
10/12/2000,1477.67
10/13/2000,1479.16
10/16/2000,1473.53
10/17/2000,1459.82
10/18/2000,1441.2
10/19/2000,1454.03
10/20/2000,1465.85
10/23/2000,1470.77
10/24/2000,1492.48
10/25/2000,1472.14
10/26/2000,1463.61
10/27/2000,1488.29
10/30/2000,1489.43
10/31/2000,1500.6
11/1/2000,1524.18
11/2/2000,1526.21
11/3/2000,1535.11
11/6/2000,1539.07
11/7/2000,1537.11
11/8/2000,1527.73
11/9/2000,1514.68
11/10/2000,1501.97
11/13/2000,1477.16
11/14/2000,1497.04
11/15/2000,1504.15
11/16/2000,1485.03
11/17/2000,1479.09
11/20/2000,1455.55
11/21/2000,1451.6
11/22/2000,1424.07
11/23/2000,1429.16
11/24/2000,1438.51
11/27/2000,1462.1
11/28/2000,1454.88
11/29/2000,1449.06
11/30/2000,1442.76
12/1/2000,1462.92
12/4/2000,1467.3
12/5/2000,1484.67
12/6/2000,1484.92
12/7/2000,1480.43
12/8/2000,1480.82
12/11/2000,1500.38
12/12/2000,1496.3
12/13/2000,1488.71
12/14/2000,1481.63
12/15/2000,1465.34
12/18/2000,1467.79
12/19/2000,1467.03
12/20/2000,1448.25
12/21/2000,1438.59
12/22/2000,1448.65
12/25/2000,1458.87
12/26/2000,1461.32
12/27/2000,1477.21
12/28/2000,1478.38
12/29/2000,1492.41
1/1/2001,1492.41
1/2/2001,1486.95
1/3/2001,1472.46
1/4/2001,1490.64
1/5/2001,1495.27
1/8/2001,1487.16
1/9/2001,1462.05
1/10/2001,1452.31
1/11/2001,1462.85
1/12/2001,1469.45
1/15/2001,1465.78
1/16/2001,1458.32
1/17/2001,1474.33
1/18/2001,1489.47
1/19/2001,1481.7
1/22/2001,1483.61
1/23/2001,1483.93
1/24/2001,1472.13
1/25/2001,1475.47
1/26/2001,1473.54
1/29/2001,1473.86
1/30/2001,1479.56
1/31/2001,1491.3
2/1/2001,1495.36
2/2/2001,1476.92
2/5/2001,1476.66
2/6/2001,1471.92
2/7/2001,1459.23
2/8/2001,1441.19
2/9/2001,1432.76
2/12/2001,1447.29
2/13/2001,1438.94
2/14/2001,1424.74
2/15/2001,1423.53
2/16/2001,1413.15
2/19/2001,1410.66
2/20/2001,1395.06
2/21/2001,1384.46
2/22/2001,1377.29
2/23/2001,1365.83
2/26/2001,1375.56
2/27/2001,1385.04
2/28/2001,1378.2
3/1/2001,1375.29
3/2/2001,1369.15
3/5/2001,1373.81
3/6/2001,1394.76
3/7/2001,1392.68
3/8/2001,1392.18
3/9/2001,1380.76
3/12/2001,1344.04
3/13/2001,1313.62
3/14/2001,1289.31
3/15/2001,1304.67
3/16/2001,1270.96
3/19/2001,1268.16
3/20/2001,1284.92
3/21/2001,1279.32
3/22/2001,1220.79
3/23/2001,1258.19
3/26/2001,1302.07
3/27/2001,1321.05
3/28/2001,1304.74
3/29/2001,1283.96
3/30/2001,1282.99
4/2/2001,1272.4
4/3/2001,1256.76
4/4/2001,1278.36
4/5/2001,1298.38
4/6/2001,1301.44
4/9/2001,1301.6
4/10/2001,1308.18
4/11/2001,1313.29
4/12/2001,1326.52
4/13/2001,1325.19
4/16/2001,1313.91
4/17/2001,1306.76
4/18/2001,1334.59
4/19/2001,1355.39
4/20/2001,1356.11
4/23/2001,1345.21
4/24/2001,1343.61
4/25/2001,1347.2
4/26/2001,1360.88
4/27/2001,1364.53
4/30/2001,1369.47
5/1/2001,1386.4
5/2/2001,1385.82
5/3/2001,1371.97
5/4/2001,1378.9
5/7/2001,1383.27
5/8/2001,1368.6
5/9/2001,1357.28
5/10/2001,1370.46
5/11/2001,1359.75
5/14/2001,1335.01
5/15/2001,1351.84
5/16/2001,1352
5/17/2001,1365.49
5/18/2001,1363.4
5/21/2001,1373.25
5/22/2001,1371.14
5/23/2001,1362.38
5/24/2001,1358.33
5/25/2001,1349.59
5/28/2001,1349.97
5/29/2001,1342.66
5/30/2001,1325.61
5/31/2001,1317.2
6/1/2001,1313.59
6/4/2001,1317.92
6/5/2001,1325.88
6/6/2001,1318.01
6/7/2001,1321.59
6/8/2001,1317.57
6/11/2001,1296.98
6/12/2001,1277.7
6/13/2001,1287.41
6/14/2001,1283.88
6/15/2001,1275.99
6/18/2001,1263.82
6/19/2001,1261.91
6/20/2001,1252.52
6/21/2001,1258.72
6/22/2001,1265.59
6/25/2001,1268.82
6/26/2001,1256.7
6/27/2001,1252.68
6/28/2001,1248.98
6/29/2001,1261.49
7/2/2001,1271.95
7/3/2001,1262.84
7/4/2001,1253.54
7/5/2001,1234.56
7/6/2001,1215.54
7/9/2001,1217.4
7/10/2001,1221.91
7/11/2001,1212.87
7/12/2001,1221.43
7/13/2001,1222.95
7/16/2001,1221.18
7/17/2001,1206.05
7/18/2001,1209.93
7/19/2001,1222.32
7/20/2001,1218.76
7/23/2001,1207.78
7/24/2001,1204.94
7/25/2001,1201.02
7/26/2001,1204.87
7/27/2001,1216.23
7/30/2001,1221.25
7/31/2001,1238.01
8/1/2001,1248.42
8/2/2001,1260.99
8/3/2001,1252.37
8/6/2001,1246.63
8/7/2001,1246.73
8/8/2001,1234.58
8/9/2001,1221.11
8/10/2001,1222.54
8/13/2001,1224.66
8/14/2001,1243.65
8/15/2001,1254.36
8/16/2001,1240.58
8/17/2001,1229.46
8/20/2001,1221.3
8/21/2001,1233.86
8/22/2001,1241.29
8/23/2001,1232.07
8/24/2001,1244.45
8/27/2001,1244.82
8/28/2001,1232.28
8/29/2001,1227.92
8/30/2001,1205.31
8/31/2001,1204.49
9/3/2001,1186.85
9/4/2001,1191.17
9/5/2001,1171.57
9/6/2001,1153.58
9/7/2001,1143.1
9/10/2001,1123.96
9/11/2001,1088.54
9/12/2001,1076.75
9/13/2001,1090.47
9/14/2001,1070.84
9/17/2001,1073.27
9/18/2001,1070.15
9/19/2001,1066.21
9/20/2001,1032.92
9/21/2001,995.59
9/24/2001,1029.87
9/25/2001,1047.09
9/26/2001,1051.47
9/27/2001,1058.69
9/28/2001,1080.95
10/1/2001,1072.45
10/2/2001,1083.51
10/3/2001,1084.81
10/4/2001,1111.94
10/5/2001,1113.28
10/8/2001,1112.68
10/9/2001,1104.16
10/10/2001,1113.53
10/11/2001,1123.19
10/12/2001,1127.8
10/15/2001,1111.03
10/16/2001,1120.34
10/17/2001,1139.47
10/18/2001,1117.84
10/19/2001,1101.11
10/22/2001,1107
10/23/2001,1127.17
10/24/2001,1133.22
10/25/2001,1124.14
10/26/2001,1136.13
10/29/2001,1125.07
10/30/2001,1106.91
10/31/2001,1108.34
11/1/2001,1119.97
11/2/2001,1120.81
11/5/2001,1134.51
11/6/2001,1139.3
11/7/2001,1140.53
11/8/2001,1153.85
11/9/2001,1144.59
11/12/2001,1125.45
11/13/2001,1134.31
11/14/2001,1136.19
11/15/2001,1142.2
11/16/2001,1151.75
11/19/2001,1158.86
11/20/2001,1152.41
11/21/2001,1145.78
11/22/2001,1153.73
11/23/2001,1146.53
11/26/2001,1153.91
11/27/2001,1146.26
11/28/2001,1134.57
11/29/2001,1134.44
11/30/2001,1148.35
12/3/2001,1132.95
12/4/2001,1143.52
12/5/2001,1170.98
12/6/2001,1178.79
12/7/2001,1165.94
12/10/2001,1144.65
12/11/2001,1143.18
12/12/2001,1147.06
12/13/2001,1128.35
12/14/2001,1123.07
12/17/2001,1138.78
12/18/2001,1138.6
12/19/2001,1129.6
12/20/2001,1125.33
12/21/2001,1127.34
12/24/2001,1122.12
12/25/2001,1121.22
12/26/2001,1120.75
12/27/2001,1142.37
12/28/2001,1148.81
12/31/2001,1154.96
1/1/2002,1154.96
1/2/2002,1154.43
1/3/2002,1167.56
1/4/2002,1172.67
1/7/2002,1163.79
1/8/2002,1148.66
1/9/2002,1145.19
1/10/2002,1136.81
1/11/2002,1137.92
1/14/2002,1123.89
1/15/2002,1123.16
1/16/2002,1107.95
1/17/2002,1113.79
1/18/2002,1116.33
1/21/2002,1112.4
1/22/2002,1105.19
1/23/2002,1108.95
1/24/2002,1116.4
1/25/2002,1103.68
1/28/2002,1110.91
1/29/2002,1095.59
1/30/2002,1082.09
1/31/2002,1093.11
2/1/2002,1090.64
2/4/2002,1085.13
2/5/2002,1068.39
2/6/2002,1060.01
2/7/2002,1071.25
2/8/2002,1074.9
2/11/2002,1089.01
2/12/2002,1092.74
2/13/2002,1097.08
2/14/2002,1106.49
2/15/2002,1101.49
2/18/2002,1094.55
2/19/2002,1075.59
2/20/2002,1066.67
2/21/2002,1079.74
2/22/2002,1077.7
2/25/2002,1082.97
2/26/2002,1084.83
2/27/2002,1097.12
2/28/2002,1099.39
3/1/2002,1112.16
3/4/2002,1147.34
3/5/2002,1143.21
3/6/2002,1151.62
3/7/2002,1174.83
3/8/2002,1175.96
3/11/2002,1175.37
3/12/2002,1157.46
3/13/2002,1152.91
3/14/2002,1164.06
3/15/2002,1173.77
3/18/2002,1170.25
3/19/2002,1179.43
3/20/2002,1169.35
3/21/2002,1163.66
3/22/2002,1158.79
3/25/2002,1149.28
3/26/2002,1148.54
3/27/2002,1149.2
3/28/2002,1160.92
3/29/2002,1155.6
4/1/2002,1160.72
4/2/2002,1160.06
4/3/2002,1162.15
4/4/2002,1157.88
4/5/2002,1155.44
4/8/2002,1140.32
4/9/2002,1139.19
4/10/2002,1150.5
4/11/2002,1138.13
4/12/2002,1135.04
4/15/2002,1145.44
4/16/2002,1164.17
4/17/2002,1173.77
4/18/2002,1173.46
4/19/2002,1171.25
4/22/2002,1168.96
4/23/2002,1167.16
4/24/2002,1165.68
4/25/2002,1165.35
4/26/2002,1159.75
4/29/2002,1158.29
4/30/2002,1160.74
5/1/2002,1165.92
5/2/2002,1162.01
5/3/2002,1167.29
5/6/2002,1165.65
5/7/2002,1149.82
5/8/2002,1165.13
5/9/2002,1164.23
5/10/2002,1159.15
5/13/2002,1162.35
5/14/2002,1161.32
5/15/2002,1177.25
5/16/2002,1179.51
5/17/2002,1190.24
5/20/2002,1186.91
5/21/2002,1184.53
5/22/2002,1183.69
5/23/2002,1178.79
5/24/2002,1182.11
5/27/2002,1178.63
5/28/2002,1178.93
5/29/2002,1177.72
5/30/2002,1172.37
5/31/2002,1171.51
6/3/2002,1171.8
6/4/2002,1156.9
6/5/2002,1144.69
6/6/2002,1146.78
6/7/2002,1133.82
6/10/2002,1133
6/11/2002,1138.43
6/12/2002,1122.22
6/13/2002,1108.63
6/14/2002,1085.86
6/17/2002,1100.55
6/18/2002,1104.23
6/19/2002,1090.68
6/20/2002,1084.91
6/21/2002,1084.86
6/24/2002,1073.77
6/25/2002,1086.02
6/26/2002,1080.62
6/27/2002,1087.54
6/28/2002,1123.01
7/1/2002,1124.58
7/2/2002,1099.63
7/3/2002,1078.26
7/4/2002,1089.63
7/5/2002,1117.23
7/8/2002,1126.42
7/9/2002,1128.11
7/10/2002,1095.62
7/11/2002,1064.46
7/12/2002,1066.89
7/15/2002,1037.21
7/16/2002,1034.91
7/17/2002,1055.13
7/18/2002,1070.89
7/19/2002,1036.32
7/22/2002,994.85
7/23/2002,972.16
7/24/2002,958.69
7/25/2002,984.64
7/26/2002,972.34
7/29/2002,1004.11
7/30/2002,1013.94
7/31/2002,1011.34
8/1/2002,982.47
8/2/2002,982.52
8/5/2002,960.82
8/6/2002,964.9
8/7/2002,971.02
8/8/2002,993.89
8/9/2002,1012.01
8/12/2002,998.07
8/13/2002,1004.41
8/14/2002,997.22
8/15/2002,1015.26
8/16/2002,1021.27
8/19/2002,1029.74
8/20/2002,1018.78
8/21/2002,1029.76
8/22/2002,1039.84
8/23/2002,1031.25
8/26/2002,1029.66
8/27/2002,1046.28
8/28/2002,1016.34
8/29/2002,1002.99
8/30/2002,1006.55
9/2/2002,994.92
9/3/2002,970.32
9/4/2002,964.95
9/5/2002,963.9
9/6/2002,976.86
9/9/2002,968.89
9/10/2002,980.58
9/11/2002,992.54
9/12/2002,972.67
9/13/2002,956.31
9/16/2002,948.34
9/17/2002,946.45
9/18/2002,927.93
9/19/2002,924.15
9/20/2002,917.25
9/23/2002,895.11
9/24/2002,881.44
9/25/2002,885.83
9/26/2002,915.96
9/27/2002,920.32
9/30/2002,897.05
10/1/2002,898.32
10/2/2002,912.86
10/3/2002,903.71
10/4/2002,889.47
10/7/2002,872.15
10/8/2002,860.67
10/9/2002,857.43
10/10/2002,867.31
10/11/2002,900.01
10/14/2002,894.93
10/15/2002,935.77
10/16/2002,927.35
10/17/2002,942.69
10/18/2002,940.78
10/21/2002,941.97
10/22/2002,931.77
10/23/2002,914.5
10/24/2002,927.95
10/25/2002,929.69
10/28/2002,941.73
10/29/2002,915.8
10/30/2002,931.34
10/31/2002,944.62
11/1/2002,941.26
11/4/2002,964.13
11/5/2002,975.34
11/6/2002,966.17
11/7/2002,960.84
11/8/2002,953.75
11/11/2002,942.18
11/12/2002,950.57
11/13/2002,942.27
11/14/2002,949.22
11/15/2002,960.05
11/18/2002,962.87
11/19/2002,959.65
11/20/2002,954.61
11/21/2002,978.29
11/22/2002,981.49
11/25/2002,975.24
11/26/2002,961.17
11/27/2002,973.94
11/28/2002,988.28
11/29/2002,986.38
12/2/2002,982.84
12/3/2002,969.62
12/4/2002,962.63
12/5/2002,952.75
12/6/2002,955.58
12/9/2002,940.06
12/10/2002,942.24
12/11/2002,947.8
12/12/2002,943.48
12/13/2002,938.45
12/16/2002,952.54
12/17/2002,951.25
12/18/2002,932.03
12/19/2002,931.59
12/20/2002,938.93
12/23/2002,941.57
12/24/2002,946.43
12/25/2002,945.73
12/26/2002,950.19
12/27/2002,934.95
12/30/2002,945.41
12/31/2002,952.65
1/2/2003,963.5
1/3/2003,970.82
1/6/2003,984.21
1/7/2003,971.8
1/8/2003,956.01
1/9/2003,966.5
1/10/2003,971.78
1/13/2003,973.98
1/14/2003,982.45
1/15/2003,975.01
1/16/2003,973.65
1/17/2003,964.08
1/20/2003,952.68
1/21/2003,947.74
1/22/2003,934.79
1/23/2003,938.12
1/24/2003,933.54
1/27/2003,906.92
1/28/2003,905.69
1/29/2003,906.97
1/30/2003,914.66
1/31/2003,912.39
2/3/2003,925.68
2/4/2003,915.08
2/5/2003,924.4
2/6/2003,908.42
2/7/2003,901.05
2/10/2003,893.9
2/11/2003,904.23
2/12/2003,897.33
2/13/2003,898.23
2/14/2003,906.63
2/17/2003,917.09
2/18/2003,920.82
2/19/2003,909.55
2/20/2003,909.25
2/21/2003,911.55
2/24/2003,904.24
2/25/2003,879.84
2/26/2003,877.87
2/27/2003,878.33
2/28/2003,889.82
3/3/2003,899.01
3/4/2003,888.28
3/5/2003,885.34
3/6/2003,877.86
3/7/2003,864.07
3/10/2003,847.98
3/11/2003,843.06
3/12/2003,823.51
3/13/2003,844.98
3/14/2003,866.2
3/17/2003,879.11
3/18/2003,880.98
3/19/2003,887.47
3/20/2003,889.82
3/21/2003,904.04
3/24/2003,890.71
3/25/2003,895.4
3/26/2003,897.88
3/27/2003,889.8
3/28/2003,886.55
3/31/2003,868.55
4/1/2003,876.58
4/2/2003,891.14
4/3/2003,892.83
4/4/2003,898.61
4/7/2003,919.71
4/8/2003,909.97
4/9/2003,908.18
4/10/2003,903.04
4/11/2003,899.9
4/14/2003,906.3
4/15/2003,921.28
4/16/2003,918.4
4/17/2003,926.58
4/18/2003,926.89
4/21/2003,922.53
4/22/2003,932.04
4/23/2003,940
4/24/2003,935.72
4/25/2003,923.21
4/28/2003,934.74
4/29/2003,934.74
4/30/2003,950.03
5/1/2003,954.82
5/2/2003,956.41
5/5/2003,965.63
5/6/2003,984.65
5/7/2003,979.44
5/8/2003,966.72
5/9/2003,975.1
5/12/2003,981.86
5/13/2003,982.24
5/14/2003,983.57
5/15/2003,987.05
5/16/2003,993.74
5/19/2003,975.92
5/20/2003,977.1
5/21/2003,971.71
5/22/2003,982.26
5/23/2003,988.23
5/26/2003,990.48
5/27/2003,991.79
5/28/2003,998.66
5/29/2003,1009.1
5/30/2003,1003.78
6/2/2003,1021.1
6/3/2003,1015.75
6/4/2003,1021.9
6/5/2003,1031.92
6/6/2003,1040.6
6/9/2003,1037.38
6/10/2003,1035.12
6/11/2003,1052.25
6/12/2003,1056.98
6/13/2003,1052.39
6/16/2003,1064.91
6/17/2003,1074.97
6/18/2003,1072.09
6/19/2003,1059.96
6/20/2003,1061.79
6/23/2003,1044.8
6/24/2003,1033.86
6/25/2003,1040.38
6/26/2003,1028.57
6/27/2003,1032.24
6/30/2003,1025.74
7/1/2003,1024.11
7/2/2003,1041.5
7/3/2003,1051.45
7/4/2003,1045.23
7/7/2003,1058.5
7/8/2003,1055.64
7/9/2003,1052.8
7/10/2003,1045.5
7/11/2003,1044.2
7/14/2003,1057.49
7/15/2003,1048.57
7/16/2003,1040.85
7/17/2003,1025.45
7/18/2003,1028.52
7/21/2003,1029.35
7/22/2003,1032.3
7/23/2003,1041.51
7/24/2003,1057.54
7/25/2003,1056.38
7/28/2003,1064.77
7/29/2003,1061.78
7/30/2003,1050.93
7/31/2003,1049.47
8/1/2003,1044.11
8/4/2003,1040.95
8/5/2003,1044.59
8/6/2003,1034.39
